scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr1,24118093,24186671,24151303,348,219,1.3958,7.3194,-0.6797,-0.1472,-0.0992
chr1,24186699,24263913,24224780,643,408,0.1042,37.5,-0.9945,-0.5082,-0.2621
chr1,24369970,24581145,24464664,1741,981,4.0069,65.4514,-0.8846,-0.4456,-0.2443
chr1,24589413,24615601,24603396,353,184,0.25,15.1667,-0.9676,-0.3782,-0.2426
chr1,24609807,24633396,24620088,245,159,0.8125,9.6875,-0.8452,-0.2014,-0.148
chr1,24624452,24661118,24642263,173,106,0.5,7.0,-0.8667,-0.2311,-0.1501
chr1,24653194,24678457,24665886,166,86,0.1667,6.5,-0.95,-0.3125,-0.196
chr1,24669376,24679486,24672791,70,30,0.0,0.0,nan,0.0,0.0
chr1,24677523,24705471,24696410,201,113,0.0,7.0833,-1.0,-0.2311,-0.1695
chr1,24753368,24805245,24782257,248,156,0.0,10.75,-1.0,-0.2896,-0.2076
chr1,24756708,24766812,24784881,226,141,0.0,9.75,-1.0,-0.2891,-0.2092
chr1,24803762,24813886,24808012,29,21,0.5,5.1667,-0.8235,-0.8387,-0.4239
chr1,24803971,24814054,24808012,29,21,0.5,5.1667,-0.8235,-0.8387,-0.4239
chr1,24835448,24854051,24844356,241,151,1.75,17.4583,-0.8178,-0.5696,-0.2903
chr1,24850004,24876976,24860860,174,106,0.0,3.4444,-1.0,-0.1205,-0.0847
chr1,24914133,24935949,24926653,135,73,0.0,0.0,nan,0.0,0.0
chr1,24963214,24977125,24970838,170,110,0.0,6.3889,-1.0,-0.2579,-0.1769
chr1,24968327,24983019,24975361,171,114,0.0,6.7222,-1.0,-0.2981,-0.1968
chr1,24974826,24985530,24979192,98,72,0.0,5.2222,-1.0,-0.4004,-0.2596
chr1,24982431,25005043,24995354,173,98,0.1667,4.6667,-0.931,-0.1409,-0.0992
chr1,24995999,25019355,25007157,173,99,0.0,8.5,-1.0,-0.2644,-0.1812
chr1,25041908,25096101,25077528,298,160,0.9745,16.1412,-0.8861,-0.3161,-0.1772
chr1,25086328,25097471,25091955,177,103,0.9745,8.1412,-0.7862,-0.285,-0.1471
chr1,25088477,25119724,25101060,337,206,0.9745,16.0162,-0.8853,-0.3154,-0.1853
chr1,25126410,25139008,25133281,81,43,0.0,0.0,nan,0.0,0.0
chr1,25130373,25181565,25159394,406,227,2.8056,15.2639,-0.6895,-0.2824,-0.1809
chr1,25172759,25195251,25182273,184,111,4.4722,4.3611,0.0126,0.0048,0.0033
chr1,25226699,25252584,25237987,185,111,0.0,7.25,-1.0,-0.3565,-0.2176
chr1,25248322,25300498,25278288,223,124,0.0,11.0,-1.0,-0.3914,-0.255
chr1,25354828,25410901,25380523,407,234,1.0,32.7639,-0.9408,-0.8303,-0.3912
chr1,25419638,25429938,25426559,6,nan,nan,nan,nan,nan,nan
chr1,25420341,25430443,25426559,6,nan,nan,nan,nan,nan,nan
chr1,25492291,25502400,25499598,15,6,nan,nan,nan,nan,nan
chr1,25525101,25620893,25571424,669,402,0.0,39.25,-1.0,-0.5883,-0.2765
chr1,25616529,25641825,25626614,150,99,0.0,7.25,-1.0,-0.3405,-0.2174
chr1,25643457,25653748,25647628,4,nan,nan,nan,nan,nan,nan
chr1,25657719,25697235,25682629,329,193,1.0,17.2917,-0.8907,-0.398,-0.2413
chr1,25690567,25701314,25695456,96,58,0.75,3.0,-0.6,-0.2332,-0.139
chr1,25708623,25731418,25721463,174,118,2.6667,5.2778,-0.3287,-0.1047,-0.0752
chr1,25722325,25743530,25729524,122,75,2.6667,3.1111,-0.0769,-0.0257,-0.0183
chr1,25743444,25785329,25762264,261,171,0.5208,5.4861,-0.8266,-0.2059,-0.126
chr1,25743691,25756277,25762264,261,171,0.5208,5.4861,-0.8266,-0.2059,-0.126
chr1,25777352,25792299,25783496,86,63,0.0208,1.1111,-0.9632,-0.1443,-0.0681
chr1,25828391,25845869,25837804,207,111,0.0,6.0417,-1.0,-0.3237,-0.2104
chr1,25840214,25858182,25848066,165,93,0.3333,5.875,-0.8926,-0.3095,-0.2195
chr1,25945431,26014861,25974876,634,371,0.4792,26.9722,-0.9651,-0.3799,-0.2162
chr1,26084039,26178736,26140920,355,208,0.0833,52.8056,-0.9968,-1.7418,-0.5333
chr1,26108741,26118850,26153419,280,169,0.0,40.8056,-1.0,-1.5445,-0.4961
chr1,26184246,26207192,26197859,192,113,0.0,16.5833,-1.0,-0.5071,-0.2857
chr1,26187257,26197364,26199016,176,109,0.0,16.5833,-1.0,-0.5095,-0.2866
chr1,26202279,26223937,26212834,214,118,0.0,5.4722,-1.0,-0.1932,-0.1252
chr1,26215141,26236465,26225310,236,125,0.5903,5.9792,-0.8203,-0.396,-0.2054
chr1,26226445,26244894,26233904,146,58,0.5903,3.7569,-0.7284,-0.6865,-0.3666
chr1,26238042,26252809,26245312,98,45,0.0,1.3333,-1.0,-0.1783,-0.143
chr1,26251437,26264619,26258828,146,95,0.0,4.0,-1.0,-0.1372,-0.0859
chr1,26267852,26298829,26278762,252,160,0.7292,9.8889,-0.8627,-0.3405,-0.2249
chr1,26405994,26437641,26420591,259,167,0.125,12.3056,-0.9799,-0.4471,-0.2698
chr1,26483499,26518900,26500423,251,154,0.6875,23.1528,-0.9423,-1.3079,-0.4304
chr1,26540184,26553123,26545560,104,61,0.125,2.25,-0.8947,-0.3308,-0.0747
chr1,26549427,26559529,26550881,15,9,nan,nan,nan,nan,nan
chr1,26570106,26580211,nan,0,nan,nan,nan,nan,nan,nan
chr1,26599644,26649710,26622280,206,132,0.0,13.0,-1.0,-0.7664,-0.3546
chr1,26649296,26737407,26697390,490,286,1.0,34.0278,-0.9429,-0.7584,-0.364
chr1,26701479,26711580,26718712,259,153,0.0,22.25,-1.0,-0.986,-0.4474
chr1,26710846,26721012,26722688,196,119,0.0,17.25,-1.0,-1.0705,-0.4711
chr1,26751484,26775747,26764134,243,140,0.6389,13.1806,-0.9075,-0.5667,-0.33
chr1,26772145,26803005,26784237,127,76,1.8889,7.0278,-0.5763,-0.405,-0.2411
chr1,26802530,26834053,26821434,265,148,0.9583,11.1944,-0.8423,-0.4647,-0.25
chr1,26835496,26964618,26904149,746,454,0.1667,40.3889,-0.9918,-0.5226,-0.2771
chr1,26897962,26908257,26932647,451,266,0.0833,21.6389,-0.9923,-0.4624,-0.2515
chr1,27015262,27025367,27023143,23,15,0.0,0.0,nan,0.0,0.0
chr1,27017043,27027105,27024590,36,22,0.0,0.0,nan,0.0,0.0
chr1,27020681,27064146,27044237,189,112,0.0,4.2778,-1.0,-0.1917,-0.1264
chr1,27030808,27040870,27052831,128,72,0.0,4.0556,-1.0,-0.2184,-0.1407
chr1,27080841,27119771,27097233,174,100,1.6736,3.6944,-0.3765,-0.0916,-0.0634
chr1,27113718,27126626,27120049,84,44,0.0,1.7917,-1.0,-0.206,-0.1517
chr1,27141353,27174985,27157389,244,157,0.5278,8.4861,-0.8829,-0.2883,-0.1965
chr1,27241011,27257713,27247506,42,27,0.0,1.75,-1.0,-0.5581,-0.2129
chr1,27325031,27440700,27376722,414,225,1.25,7.3333,-0.7087,-0.1359,-0.0784
chr1,27341514,27351615,27384020,351,191,1.25,7.3333,-0.7087,-0.1433,-0.0837
chr1,27409745,27419863,27426410,73,49,0.0,4.75,-1.0,-0.4219,-0.201
chr1,27448391,27458596,27454403,57,28,0.0,1.8333,-1.0,-0.9751,-0.3839
chr1,27449285,27459489,27454403,57,28,0.0,1.8333,-1.0,-0.9751,-0.3839
chr1,27499684,27542138,27526118,189,108,0.0,4.2778,-1.0,-0.3515,-0.2127
chr1,27529092,27539164,27535408,115,65,0.0,1.1111,-1.0,-0.1931,-0.1319
chr1,27530034,27540164,27535508,113,65,0.0,1.1111,-1.0,-0.1931,-0.1319
chr1,27530651,27540783,27535508,113,65,0.0,1.1111,-1.0,-0.1931,-0.1319
chr1,27531181,27541318,27535508,113,65,0.0,1.1111,-1.0,-0.1931,-0.1319
chr1,27531181,27541316,27535508,113,65,0.0,1.1111,-1.0,-0.1931,-0.1319
chr1,27537163,27549230,27541659,57,37,0.0,0.0,nan,0.0,0.0
chr1,27547660,27597200,27574560,201,114,0.3542,5.7083,-0.8832,-0.2449,-0.1617
chr1,27591990,27602124,27596290,53,21,0.3542,0.3333,0.0303,0.0079,0.0052
chr1,27629149,27672395,27655379,119,75,0.1111,3.0,-0.9286,-0.2748,-0.1334
chr1,27635811,27645941,27656377,114,72,0.1111,3.0,-0.9286,-0.3072,-0.1478
chr1,27685124,27731777,27703421,175,108,0.0,11.6667,-1.0,-0.4543,-0.2886
chr1,27778265,27842052,27810988,302,168,1.5521,3.9479,-0.4356,-0.0696,-0.05
chr1,27850638,27860751,27855604,70,50,1.2222,0.1944,0.7255,0.2315,0.1283
chr1,27951247,27961348,27953942,18,9,nan,nan,nan,nan,nan
chr1,27954462,28113726,28054930,928,507,0.9583,53.5278,-0.9648,-0.6324,-0.3391
chr1,28103122,28114046,28109247,194,115,0.4583,24.75,-0.9636,-1.2688,-0.4996
chr1,28131558,28173744,28154070,249,158,0.1458,8.7917,-0.9674,-0.4255,-0.2567
chr1,28173048,28224159,28199429,283,187,1.7708,10.0903,-0.7014,-0.2297,-0.1536
chr1,28220087,28324065,28274374,1008,587,4.3472,17.2639,-0.5977,-0.1559,-0.0869
chr1,29786284,29822541,29804506,306,174,0.1389,29.7778,-0.9907,-1.1851,-0.4667
chr1,29898600,29908880,29903880,73,46,0.0417,0.5833,-0.8667,-0.0884,-0.0582
chr1,29923870,29973286,29946712,551,351,2.0833,32.1111,-0.8781,-0.4932,-0.2788
chr1,29985738,30134663,30052318,1002,653,0.2917,27.4583,-0.979,-0.2408,-0.1284
chr1,29990203,30000289,30053807,979,636,0.2917,26.7083,-0.9784,-0.2424,-0.1287
chr1,30004979,30015064,30060564,874,572,0.2917,25.875,-0.9777,-0.266,-0.1384
chr1,30024302,30034375,30070031,725,474,0.1667,24.875,-0.9867,-0.3324,-0.1682
chr1,30242600,30263249,30250467,126,81,0.125,4.0278,-0.9398,-0.3118,-0.2048
chr1,30326196,30375427,30348718,288,170,1.0,12.1389,-0.8478,-0.4871,-0.2522
chr1,30365662,30444026,30409221,402,233,0.0,20.5694,-1.0,-0.6731,-0.3337
chr1,30435684,30452695,30444108,176,111,0.0,9.3333,-1.0,-0.5838,-0.322
chr1,30481013,30517933,30501480,244,141,2.8333,18.8333,-0.7385,-0.6434,-0.3191
chr1,30618754,30639914,30630242,204,136,0.2083,24.3333,-0.983,-1.188,-0.4909
chr1,30666806,30690428,30678433,293,175,0.0,17.625,-1.0,-0.8802,-0.417
chr1,30677776,30703099,30686386,213,131,0.0,14.2917,-1.0,-0.8616,-0.4148
chr1,30700498,30759996,30734773,707,434,2.3854,20.4896,-0.7914,-0.3343,-0.2045
chr1,30773765,30817067,30795544,495,318,1.6875,13.9931,-0.7848,-0.2163,-0.1268
chr1,30837440,30876426,30851885,364,245,2.1042,3.7222,-0.2777,-0.0504,-0.0314
chr1,30952006,30992761,30973364,271,184,0.0,13.0,-1.0,-0.3571,-0.2379
chr1,31061285,31094270,31079169,253,161,0.0,21.8333,-1.0,-0.5208,-0.3001
chr1,31114844,31156161,31130575,114,67,0.0,10.8333,-1.0,-0.882,-0.3904
chr1,31121774,31132076,31135247,80,47,0.0,8.8333,-1.0,-0.9686,-0.397
chr1,31151753,31226872,31202854,254,151,0.0,15.1667,-1.0,-0.4699,-0.2911
chr1,31223798,31250221,31238070,225,149,0.0,16.6667,-1.0,-0.6157,-0.3349
chr1,31246941,31260232,31253820,215,131,0.0,13.6944,-1.0,-0.6432,-0.3375
chr1,31250469,31263641,31256575,192,116,0.0,9.8194,-1.0,-0.5169,-0.2693
chr1,31254045,31269665,31259708,192,119,0.125,5.8194,-0.9579,-0.2689,-0.152
chr1,31298493,31310485,31306605,99,63,0.0,6.0,-1.0,-0.7421,-0.3724
chr1,31302718,31345759,31317994,205,117,0.0,10.5,-1.0,-0.5849,-0.29
chr1,31337338,31347496,31341332,18,7,nan,nan,nan,nan,nan
chr1,31388006,31400245,31394061,133,86,0.0208,10.6458,-0.9961,-0.9136,-0.432
chr1,31418436,31462820,31436177,282,202,0.0,15.0833,-1.0,-0.5108,-0.2943
chr1,31498317,31508608,31504330,18,10,0.0,0.875,-1.0,-0.5669,-0.3459
chr1,31661367,31727188,31697426,224,141,0.375,6.8611,-0.8964,-0.3428,-0.2075
chr1,31701942,31712044,31723003,87,52,0.0417,3.5278,-0.9767,-0.4842,-0.2571
chr1,31717466,31756671,31735832,225,137,0.5417,6.9444,-0.8553,-0.3355,-0.2071
chr1,31747986,31771989,31758494,102,71,0.375,2.9167,-0.7722,-0.2406,-0.1607
chr1,31814693,31859147,31840707,305,181,0.8542,22.7222,-0.9275,-0.6171,-0.3309
chr1,31848225,31905779,31867982,277,176,0.8333,16.6389,-0.9046,-0.5298,-0.2737
chr1,31895230,31949205,31923593,235,150,0.0,14.9167,-1.0,-0.6752,-0.3165
chr1,31970663,31986739,31978856,164,109,0.0,8.7222,-1.0,-0.7077,-0.3227
chr1,31975234,31994331,31983214,150,88,0.0,8.7222,-1.0,-0.7012,-0.3488
chr1,32098062,32136943,32112399,261,168,6.6667,1.0208,0.7344,0.215,0.1214
chr1,32118961,32129308,32128942,63,42,1.0,0.8333,0.0909,0.0267,0.0123
chr1,32157355,32211475,32185030,238,137,0.1377,10.353,-0.9737,-0.5148,-0.2812
chr1,32264719,32309185,32285901,294,177,1.0069,6.3056,-0.7246,-0.2033,-0.1202
chr1,32396056,32432928,32413685,291,189,3.625,11.5417,-0.522,-0.2334,-0.1376
chr1,32430638,32453104,32442837,188,95,0.625,8.875,-0.8684,-0.4521,-0.2431
chr1,32445645,32568473,32495601,950,558,1.2708,47.0347,-0.9474,-0.4582,-0.2556
chr1,32458718,32469013,32501909,833,503,1.2708,41.0347,-0.9399,-0.4648,-0.2554
chr1,32600908,32634311,32621171,266,174,0.3056,3.7847,-0.8506,-0.1903,-0.1191
chr1,32659970,32961082,32807371,2891,1910,11.5833,83.4792,-0.7563,-0.2728,-0.1724
chr1,32997481,33008057,33003112,94,53,0.0,3.4167,-1.0,-0.2922,-0.212
chr1,33321120,33373093,33348005,416,243,1.1435,12.9352,-0.8376,-0.3233,-0.1969
chr1,33809718,33819813,33811330,52,33,0.1389,3.2431,-0.9179,-0.4126,-0.2569
chr1,33894881,33910210,33904566,161,95,0.0,1.1667,-1.0,-0.0731,-0.0535
chr1,33900934,33914036,33906751,148,82,0.0,1.0,-1.0,-0.0736,-0.0533
chr1,33922868,33937990,33930687,147,82,0.75,7.875,-0.8261,-0.4079,-0.227
chr1,33934779,33947512,33940463,105,62,0.0417,2.6111,-0.9686,-0.2747,-0.1891
chr1,33996839,34011975,34002470,146,93,0.0,7.5,-1.0,-0.4776,-0.2627
chr1,34007064,34078760,34048175,568,362,7.1181,16.2986,-0.3921,-0.2249,-0.1177
chr1,34119845,34133392,34125051,119,69,1.0,6.1667,-0.7209,-0.27,-0.1734
chr1,34125317,34184936,34152418,256,129,1.0208,14.7292,-0.8704,-0.5377,-0.2923
chr1,34233463,34284327,34261414,126,75,4.0,1.0,0.6,0.265,0.1166
chr1,34320694,34348335,34333670,198,117,11.0,0.1667,0.9701,0.4193,0.2176
chr1,34404751,34575214,34498583,643,382,1.0,13.8889,-0.8657,-0.1177,-0.0854
chr1,34431072,34441357,34513905,546,330,0.0,13.7222,-1.0,-0.1576,-0.1109
chr1,34450502,34460651,34518671,514,312,0.0,13.3889,-1.0,-0.1631,-0.1144
chr1,34580932,34714610,34640598,858,542,3.3125,13.0069,-0.594,-0.1108,-0.0764
chr1,34707938,34726811,34716264,170,112,0.0,3.4722,-1.0,-0.2723,-0.1497
chr1,34724511,34758749,34740544,308,185,1.3993,1.566,-0.0562,-0.008,-0.0058
chr1,34757898,34805971,34780789,351,206,1.9444,2.5556,-0.1358,-0.0141,-0.0106
chr1,34880073,34895418,34887594,140,79,0.5,6.2778,-0.8525,-0.3839,-0.2055
chr1,34891778,34951269,34921915,368,209,0.2292,10.5139,-0.9573,-0.3353,-0.1926
chr1,34989236,35045520,35021390,245,148,0.0625,11.9583,-0.9896,-0.6516,-0.3311
chr1,35069597,35111408,35095810,213,124,0.25,16.8333,-0.9707,-0.7096,-0.3763
chr1,35113145,35245875,35171414,531,315,1.4167,28.1528,-0.9042,-0.585,-0.3327
chr1,35265030,35279484,35273481,136,87,0.75,6.8889,-0.8036,-0.4405,-0.2589
chr1,35269578,35288640,35278512,246,158,0.8056,12.9583,-0.8829,-0.4634,-0.2497
chr1,35275920,35290889,35281720,158,102,0.5556,9.0694,-0.8846,-0.5652,-0.2632
chr1,35320236,35344543,35331721,167,94,0.0,8.5,-1.0,-0.5991,-0.3408
chr1,35357524,35377923,35368962,147,108,0.0,10.0,-1.0,-0.6023,-0.2647
chr1,35456724,35515553,35490289,405,228,0.0,6.8333,-1.0,-0.1227,-0.0821
chr1,35504706,35530927,35516990,238,160,2.9375,7.0,-0.4088,-0.1253,-0.0746
chr1,35520934,35532690,35526215,116,82,2.9375,6.1667,-0.3547,-0.1767,-0.0985
chr1,35537969,35570570,35552812,376,223,0.75,13.7917,-0.8968,-0.3073,-0.1773
chr1,35594834,35608888,35601241,37,21,0.0,2.1111,-1.0,-4.2968,-0.4007
chr1,35603749,35613888,35609337,36,17,0.0,1.5,-1.0,-0.8727,-0.3002
chr1,35614586,35659079,35634899,267,154,0.5208,7.8472,-0.8755,-0.4794,-0.2489
chr1,35617784,35627913,35636261,249,143,0.0208,7.8472,-0.9947,-0.5623,-0.2853
chr1,35666150,35689373,35680854,308,119,1.0174,3.8715,-0.5838,-0.2217,-0.1124
chr1,35995722,36095995,36038858,1140,726,4.2708,50.8542,-0.845,-0.3284,-0.1882
chr1,36446763,36456874,36451922,102,53,0.5,0.7778,-0.2174,-0.0302,-0.0238
chr1,36662029,36680209,36671006,255,157,0.0,27.625,-1.0,-1.3315,-0.4928
chr1,36679171,36711315,36694229,139,88,0.0,7.8333,-1.0,-0.3713,-0.2323
chr1,36721597,36754785,36739441,161,100,0.1667,9.1111,-0.9641,-0.5185,-0.289
chr1,36744814,36765654,36756978,181,110,0.4167,3.5694,-0.7909,-0.1525,-0.0972
chr1,36755651,36795436,36774806,376,246,1.0972,3.6181,-0.5346,-0.0572,-0.0392
chr1,36799391,36828597,36813719,275,160,0.7292,8.9375,-0.8491,-0.3138,-0.1627
chr1,36877795,36896453,36887703,156,109,5.5,1.125,0.6604,0.2428,0.13
chr1,36887959,36914370,36902690,269,137,5.5,0.0,1.0,0.1667,0.1053
chr1,36911915,36971954,36940518,495,259,3.7431,4.6319,-0.1061,-0.0242,-0.0168
chr1,36992569,37008550,37001493,100,52,1.75,1.9167,-0.0455,-0.0266,-0.0161
chr1,37002616,37017659,37010862,121,65,1.5833,10.0833,-0.7286,-0.6504,-0.3345
chr1,37007345,37018064,37012884,106,61,0.0,10.0,-1.0,-0.8225,-0.4119
chr1,37012344,37073032,37042804,360,217,0.0,24.75,-1.0,-0.5546,-0.3325
chr1,37063215,37155156,37110680,514,303,0.6667,37.9167,-0.9654,-0.8126,-0.3848
chr1,37087262,37097352,37124952,372,222,0.6667,17.9167,-0.9283,-0.4829,-0.263
chr1,37088043,37098138,37125666,365,218,0.6667,17.9167,-0.9283,-0.4888,-0.2648
chr1,37154970,37199194,37173947,285,179,3.125,6.7153,-0.3649,-0.1028,-0.0653
chr1,37195650,37215051,37205015,171,99,0.1875,1.1111,-0.7112,-0.0442,-0.0313
chr1,37211145,37238329,37229104,218,118,2.125,0.9583,0.3784,0.0528,0.0356
chr1,37246278,37257629,37252032,208,105,0.1319,5.1528,-0.9501,-0.3832,-0.2356
chr1,37593795,37603902,37595151,13,12,0.0,0.6667,-1.0,-0.4776,-0.237
chr1,38020994,38062247,38039935,301,190,0.4167,13.2014,-0.9388,-0.3302,-0.2141
chr1,38058381,38076800,38066560,98,58,0.0625,8.5208,-0.9854,-0.5305,-0.3287
chr1,38071226,38141275,38106589,243,135,0.3333,4.5972,-0.8648,-0.1643,-0.1102
chr1,38114090,38124201,38128649,96,47,0.0,1.2639,-1.0,-0.2921,-0.1906
chr1,38142495,38152596,38144949,3,nan,nan,nan,nan,nan,nan
chr1,38188671,38210436,38201035,118,66,0.0,6.0,-1.0,-0.8776,-0.4499
chr1,38340671,38740159,38554560,2649,1550,2.5625,171.3194,-0.9705,-0.508,-0.2909
chr1,38388556,38398661,38579772,2343,1380,2.3125,154.3333,-0.9705,-0.4932,-0.2839
chr1,38422794,38432926,38594606,2159,1276,2.1875,142.3333,-0.9697,-0.5015,-0.2886
chr1,38826189,38854005,38838708,227,141,0.0,9.3333,-1.0,-0.3921,-0.2193
chr1,38834923,38845058,38842487,141,88,0.0,4.5,-1.0,-0.3157,-0.1761
chr1,38901774,38924185,38912212,130,89,0.1667,8.5,-0.9615,-0.6726,-0.3743
chr1,38931224,38959679,38943749,289,174,3.0417,12.5417,-0.6096,-0.2851,-0.1706
chr1,38953194,38976953,38966375,188,111,0.0,10.7917,-1.0,-0.7028,-0.3323
chr1,38999700,39009762,39000356,33,17,0.8333,0.1667,0.6667,0.1308,0.0911
chr1,39015066,39050610,39035400,413,211,5.4792,3.8958,0.1689,0.0525,0.0307
chr1,39103224,39164831,39126666,307,184,0.75,13.3889,-0.8939,-0.3618,-0.1739
chr1,39152905,39163018,39159729,65,30,0.375,1.5,-0.6,-0.1777,-0.1093
chr1,39168138,39185227,39177195,147,95,0.0,2.5,-1.0,-0.1597,-0.0916
chr1,39256578,39272010,39266347,93,54,0.1458,2.0556,-0.8675,-0.1474,-0.1025
chr1,39329287,39373046,39354594,262,134,0.0,10.25,-1.0,-0.4645,-0.2483
chr1,39362912,39403027,39377209,163,80,0.875,4.7222,-0.6873,-0.3207,-0.1626
chr1,39461902,39554750,39512376,416,257,0.25,23.4167,-0.9789,-0.3857,-0.2107
chr1,39481069,39491176,39521248,343,215,0.125,22.6667,-0.989,-0.4627,-0.2352
chr1,39537248,39547360,39547773,87,55,0.0,4.0,-1.0,-0.3343,-0.1816
chr1,39551933,39566728,39557555,42,29,0.0,4.0,-1.0,-0.5615,-0.3417
chr1,39564228,39622203,39595410,209,124,0.0833,6.1667,-0.9733,-0.3221,-0.1656
chr1,39618855,39646495,39631578,352,231,0.1667,4.1806,-0.9233,-0.1048,-0.0665
chr1,39676636,39733730,39704815,450,273,0.5417,8.3611,-0.8783,-0.1336,-0.0808
chr1,39753943,39771971,39762254,93,52,0.0,2.8333,-1.0,-0.3484,-0.1553
chr1,39779349,39812130,39793825,155,99,0.0417,3.2778,-0.9749,-0.3172,-0.1547
chr1,39809805,39827908,39817458,116,69,0.875,2.4444,-0.4728,-0.1257,-0.0697
chr1,39830990,39859362,39848286,155,92,0.0208,4.9792,-0.9917,-0.2746,-0.1821
chr1,39918689,39977174,39947232,460,270,1.1667,11.0833,-0.8095,-0.1907,-0.12
chr1,40006018,40085204,40048011,635,364,0.0,23.75,-1.0,-0.3404,-0.1822
chr1,40054280,40064372,40069906,279,159,0.0,10.5,-1.0,-0.2691,-0.1655
chr1,40057234,40067323,40070296,271,156,0.0,10.5,-1.0,-0.2698,-0.1664
chr1,40083984,40149659,40117544,714,409,1.75,18.2222,-0.8248,-0.2644,-0.1562
chr1,40106313,40116611,40127981,495,276,1.6042,10.3889,-0.7325,-0.2465,-0.146
chr1,40163106,40173601,40167735,47,28,0.0,3.3333,-1.0,-0.2854,-0.2195
chr1,40291728,40329807,40314384,339,209,0.2708,16.5694,-0.9678,-0.5112,-0.293
chr1,40325117,40341124,40331947,256,160,0.0208,15.0,-0.9972,-0.5029,-0.3118
chr1,40336980,40513503,40413643,536,354,0.1111,39.0833,-0.9943,-0.6477,-0.3454
chr1,40681995,40713027,40697929,290,162,0.0,11.8333,-1.0,-0.6215,-0.3153
chr1,40801749,40817591,40810881,183,98,0.6944,4.6667,-0.7409,-0.1967,-0.1438
chr1,40829208,40967942,40890854,1283,775,1.9896,38.3576,-0.9014,-0.2742,-0.1772
chr1,41493188,41505561,41499243,86,52,0.0,2.1944,-1.0,-0.3724,-0.1979
chr1,41502765,41514857,41510418,141,80,0.9167,4.1111,-0.6354,-0.2428,-0.1221
chr1,41516684,41667060,41589133,663,401,0.0,25.125,-1.0,-0.2276,-0.1384
chr1,41716637,41760526,41739357,313,192,1.75,10.625,-0.7172,-0.2796,-0.1526
chr1,41764475,41800319,41782418,226,128,0.0,0.9583,-1.0,-0.0401,-0.0289
chr1,41797284,41999692,41889727,651,352,2.7153,7.6181,-0.4745,-0.0743,-0.0501
chr1,41902387,41912490,41962629,240,138,0.8542,0.5486,0.2178,0.0118,0.0085
chr1,41993262,42020965,42005290,162,92,0.4583,2.1667,-0.6508,-0.0888,-0.0586
chr1,42082298,42112391,42095129,290,170,7.4583,1.6806,0.6322,0.183,0.1264
chr1,42102620,42121310,42112076,136,88,0.0521,0.8368,-0.8828,-0.1639,-0.0904
chr1,42141550,42164259,42151002,119,74,0.1528,5.8333,-0.949,-0.4192,-0.2464
chr1,42173639,42254459,42218980,220,123,0.1736,2.6875,-0.8786,-0.157,-0.0956
chr1,42246038,42266676,42252853,157,100,0.0486,8.2014,-0.9882,-0.77,-0.386
chr1,42318784,42364291,42340473,485,251,0.3333,1.8333,-0.6923,-0.0357,-0.0247
chr1,42385148,42395255,42390937,8,nan,nan,nan,nan,nan,nan
chr1,42421653,42431742,42424509,25,16,0.125,0.0,1.0,0.0281,0.0151
chr1,42640272,42661700,42650344,206,129,0.0,4.5417,-1.0,-0.1966,-0.1208
chr1,42657855,42677749,42666911,146,78,0.0,3.8333,-1.0,-0.3756,-0.1796
chr1,42668021,42753830,42715737,588,344,0.6354,16.3438,-0.9252,-0.3084,-0.1752
chr1,42687183,42697303,42725891,472,280,0.6354,11.3438,-0.8939,-0.2347,-0.1481
chr1,42689472,42699579,42725891,472,280,0.6354,11.3438,-0.8939,-0.2347,-0.1481
chr1,42758469,42772134,42766580,163,97,0.125,5.3333,-0.9542,-0.2804,-0.1915
chr1,42768855,42784825,42774978,125,75,0.1667,0.8333,-0.6667,-0.0362,-0.0303
chr1,42789980,42823164,42806362,300,215,1.5,26.5,-0.8929,-0.88,-0.4117
chr1,42821596,42846407,42833375,129,75,0.125,7.4167,-0.9669,-1.1227,-0.4404
chr1,42842843,42861734,42852607,129,82,0.0,8.0,-1.0,-0.4452,-0.2666
chr1,42847590,42859293,42853464,113,75,0.0,8.0,-1.0,-0.5059,-0.2878
chr1,42866389,42884059,42874177,185,115,0.0,12.9167,-1.0,-0.7316,-0.3718
chr1,42874068,42946534,42916346,769,516,0.1667,27.6528,-0.988,-0.2606,-0.1581
chr1,42935899,42949365,42941582,174,116,0.0,1.7361,-1.0,-0.0516,-0.0334
chr1,43016489,43119129,43069855,1413,810,0.9028,53.6944,-0.9669,-0.3534,-0.2097
chr1,43140415,43203653,43175573,503,298,0.4583,34.6667,-0.9739,-0.5979,-0.3293
chr1,43206256,43216346,43209933,10,7,nan,nan,nan,nan,nan
chr1,43229025,43438549,43354601,1171,678,1.8912,42.419,-0.9146,-0.3171,-0.1863
chr1,43429362,43445229,43436476,115,78,0.0417,12.2639,-0.9932,-0.7094,-0.3974
chr1,43445210,43476890,43463317,304,182,0.0,8.5556,-1.0,-0.2635,-0.1711
chr1,43468411,43483105,43475820,212,117,0.0,5.8333,-1.0,-0.2555,-0.1762
chr1,43473459,43487275,43479806,197,107,0.0,10.8333,-1.0,-0.6508,-0.3481
chr1,43478546,43500293,43488521,264,148,0.5625,11.8264,-0.9092,-0.6268,-0.3342
chr1,43490290,43504953,43498443,193,119,1.5347,3.8681,-0.4319,-0.1363,-0.0887
