Gene stable ID	Gene stable ID version	Human gene name	Mouse gene name	Gene name
ENSMMUG00000003898	ENSMMUG00000003898.3	RXFP2	Rxfp2	RXFP2
ENSMMUG00000045312	ENSMMUG00000045312.1	CST9L	Cst9	CST9L
ENSMMUG00000045312	ENSMMUG00000045312.1	CST9L	Cstdc2	CST9L
ENSMMUG00000001002	ENSMMUG00000001002.3	SLC23A1	Slc23a1	SLC23A1
ENSMMUG00000038298	ENSMMUG00000038298.1		Eif4b	
ENSMMUG00000022224	ENSMMUG00000022224.3	IL13RA2	Il13ra2	IL13RA2
ENSMMUG00000046769	ENSMMUG00000046769.1		Ssxa1	
ENSMMUG00000011588	ENSMMUG00000011588.3	MYO9B	Myo9b	MYO9B
ENSMMUG00000006747	ENSMMUG00000006747.3	POLL	Poll	
ENSMMUG00000022903	ENSMMUG00000022903.3	INPP4A	Inpp4a	INPP4A
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv3-3	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv12-3	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv3-4	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv3-8	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv3-1	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv3-5	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-61	Ighv3-6	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv3-3	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv12-3	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv3-4	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv3-8	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv3-1	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv3-5	
ENSMMUG00000030587	ENSMMUG00000030587.2	IGHV4-59	Ighv3-6	
ENSMMUG00000042677	ENSMMUG00000042677.1			
ENSMMUG00000045746	ENSMMUG00000045746.1		Nipal1	
ENSMMUG00000006050	ENSMMUG00000006050.3	ZHX1	Zhx1	ZHX1
ENSMMUG00000041442	ENSMMUG00000041442.1	LILRB2		LILRAB
ENSMMUG00000041442	ENSMMUG00000041442.1	LILRB1		LILRAB
ENSMMUG00000048959	ENSMMUG00000048959.1			
ENSMMUG00000006966	ENSMMUG00000006966.3	FAM47A		FAM47A
ENSMMUG00000019639	ENSMMUG00000019639.3	PAX5	Pax5	PAX5
ENSMMUG00000001511	ENSMMUG00000001511.3	KIF20A	Kif20a	KIF20A
ENSMMUG00000007569	ENSMMUG00000007569.3	CLUAP1	Cluap1	CLUAP1
ENSMMUG00000007569	ENSMMUG00000007569.3	CLUAP1	Gm20695	CLUAP1
ENSMMUG00000004210	ENSMMUG00000004210.3	HTR2A	Htr2a	HTR2A
ENSMMUG00000003117	ENSMMUG00000003117.3	GP6	Gp6	
ENSMMUG00000023073	ENSMMUG00000023073.3	CCNJL	Ccnjl	CCNJL
ENSMMUG00000020513	ENSMMUG00000020513.3	PHKA2	Phka2	PHKA2
ENSMMUG00000031821	ENSMMUG00000031821.2	CELA2A	Cela2a	
ENSMMUG00000002366	ENSMMUG00000002366.3	GRID2	Grid2	GRID2
ENSMMUG00000048038	ENSMMUG00000048038.1	DAZAP2	Dazap2	
ENSMMUG00000015963	ENSMMUG00000015963.3	MATR3	Gm28285	
ENSMMUG00000015963	ENSMMUG00000015963.3	MATR3	Matr3	
ENSMMUG00000015963	ENSMMUG00000015963.3	MATR3	Gm28285	
ENSMMUG00000015963	ENSMMUG00000015963.3	MATR3	Matr3	
ENSMMUG00000014821	ENSMMUG00000014821.2	ZIC5	Zic5	ZIC5
ENSMMUG00000005200	ENSMMUG00000005200.3	PCED1A	Pced1a	PCED1A
ENSMMUG00000019240	ENSMMUG00000019240.3	REG3G		REG3G
ENSMMUG00000004924	ENSMMUG00000004924.3			
ENSMMUG00000006942	ENSMMUG00000006942.3	MIPEP	Mipep	MIPEP
ENSMMUG00000039841	ENSMMUG00000039841.1	ALDH7A1	Aldh7a1	
ENSMMUG00000008201	ENSMMUG00000008201.3	NDRG3	Ndrg3	NDRG3
ENSMMUG00000003187	ENSMMUG00000003187.3	HMGB2	Hmgb2	
ENSMMUG00000019401	ENSMMUG00000019401.3		Fgf18	
ENSMMUG00000029885	ENSMMUG00000029885.2	SLCO6A1	Slco6d1	SLCO6A1
ENSMMUG00000029885	ENSMMUG00000029885.2	SLCO6A1	Slco6c1	SLCO6A1
ENSMMUG00000020780	ENSMMUG00000020780.3	CNTFR	Cntfr	CNTFR
ENSMMUG00000013742	ENSMMUG00000013742.3	RGS22	Rgs22	RGS22
ENSMMUG00000041925	ENSMMUG00000041925.1		Ssxa1	
ENSMMUG00000013780	ENSMMUG00000013780.3	DIAPH3	Diaph3	DIAPH3
ENSMMUG00000045576	ENSMMUG00000045576.1			
ENSMMUG00000048986	ENSMMUG00000048986.1			
ENSMMUG00000003671	ENSMMUG00000003671.3	LHX2	Lhx2	LHX2
ENSMMUG00000049201	ENSMMUG00000049201.1		Gba	
ENSMMUG00000019580	ENSMMUG00000019580.2		Hnrnph2	HNRNPH2
ENSMMUG00000015653	ENSMMUG00000015653.3	MSN	Msn	MSN
ENSMMUG00000023077	ENSMMUG00000023077.3	PTTG1	Pttg1	PTTG1
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L28		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L22		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L3		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L13		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L5		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L26		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L25		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L30		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L23		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L15		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L1		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L20		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L29		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L27		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L2		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L12		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L21		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L17		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L11		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L19		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L4		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L7		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L10		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L8		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L24		
ENSMMUG00000046344	ENSMMUG00000046344.1	USP17L18		
ENSMMUG00000018777	ENSMMUG00000018777.3	RPRD1A	Rprd1a	RPRD1A
ENSMMUG00000022843	ENSMMUG00000022843.3	FBXO11	Fbxo11	FBXO11
ENSMMUG00000016683	ENSMMUG00000016683.3	PHAX	Phax	PHAX
ENSMMUG00000047693	ENSMMUG00000047693.1	GPR55	Gpr55	GPR55
ENSMMUG00000028904	ENSMMUG00000028904.2	PCP2	Pcp2	PCP2
ENSMMUG00000047270	ENSMMUG00000047270.1			
ENSMMUG00000029954	ENSMMUG00000029954.2	ATP6AP1L	Atp6ap1l	ATP6AP1L
ENSMMUG00000001311	ENSMMUG00000001311.3	ARMT1	Armt1	
ENSMMUG00000044643	ENSMMUG00000044643.1			
ENSMMUG00000021744	ENSMMUG00000021744.3	DLEU7	Dleu7	DLEU7
ENSMMUG00000048677	ENSMMUG00000048677.1	THAP1	Thap1	THAP1
ENSMMUG00000044758	ENSMMUG00000044758.1	DONSON	Donson	
ENSMMUG00000010824	ENSMMUG00000010824.3	SWSAP1	Swsap1	SWSAP1
ENSMMUG00000012797	ENSMMUG00000012797.3	ZNF233	Zfp235	ZNF233
ENSMMUG00000012797	ENSMMUG00000012797.3	ZNF233	Zfp93	ZNF233
ENSMMUG00000012797	ENSMMUG00000012797.3	ZNF233	Zfp114	ZNF233
ENSMMUG00000012797	ENSMMUG00000012797.3	ZNF233	Zfp108	ZNF233
ENSMMUG00000012797	ENSMMUG00000012797.3	ZNF233	Zfp109	ZNF233
ENSMMUG00000016730	ENSMMUG00000016730.3		Eef1d	
ENSMMUG00000031284	ENSMMUG00000031284.2	RBM39	Rbm39	RBM39
ENSMMUG00000017384	ENSMMUG00000017384.3	ESS2	Ess2	ESS2
ENSMMUG00000023253	ENSMMUG00000023253.3			
ENSMMUG00000002431	ENSMMUG00000002431.3	RNF152	Rnf152	RNF152
ENSMMUG00000002715	ENSMMUG00000002715.3	SLC9A8	Slc9a8	SLC9A8
ENSMMUG00000040510	ENSMMUG00000040510.1	FOXD1	Foxd1	FOXD1
ENSMMUG00000045211	ENSMMUG00000045211.1			
ENSMMUG00000019954	ENSMMUG00000019954.3	CREB3L3	Creb3l3	CREB3L3
ENSMMUG00000030316	ENSMMUG00000030316.2			
ENSMMUG00000041550	ENSMMUG00000041550.1	RTL3	Rtl3	RTL3
ENSMMUG00000042773	ENSMMUG00000042773.1			
ENSMMUG00000005477	ENSMMUG00000005477.3	TMEM68	Tmem68	TMEM68
ENSMMUG00000002697	ENSMMUG00000002697.3	PICK1	Pick1	PICK1
ENSMMUG00000019785	ENSMMUG00000019785.3	EIF3L	Eif3l	EIF3L
ENSMMUG00000022311	ENSMMUG00000022311.3	PLAC8	Plac8	PLAC8
ENSMMUG00000001879	ENSMMUG00000001879.3	ANXA10	Anxa10	ANXA10
ENSMMUG00000017033	ENSMMUG00000017033.3	LCP1	Lcp1	LCP1
ENSMMUG00000012127	ENSMMUG00000012127.3	BCAS4		BCAS4
ENSMMUG00000042117	ENSMMUG00000042117.1	CXCL1		CXCL1
ENSMMUG00000009637	ENSMMUG00000009637.3	DHX15	Dhx15	DHX15
ENSMMUG00000038408	ENSMMUG00000038408.1	LSM12		
ENSMMUG00000002440	ENSMMUG00000002440.3	FAM3C	Fam3c	FAM3C
ENSMMUG00000038739	ENSMMUG00000038739.1		Me2	
ENSMMUG00000003237	ENSMMUG00000003237.3	ID2	Id2	ID2
ENSMMUG00000010897	ENSMMUG00000010897.3	PNMA3	Pnma3	PNMA3
ENSMMUG00000021218	ENSMMUG00000021218.3	FYB1	Fyb	FYB1
ENSMMUG00000016675	ENSMMUG00000016675.3	GRIN3A	Grin3a	GRIN3A
ENSMMUG00000006790	ENSMMUG00000006790.3	USP6NL	Usp6nl	USP6NL
ENSMMUG00000040833	ENSMMUG00000040833.1	DLC1	Dlc1	
ENSMMUG00000016708	ENSMMUG00000016708.3	MFHAS1	Mfhas1	MFHAS1
ENSMMUG00000002847	ENSMMUG00000002847.3	REXO1	Rexo1	REXO1
ENSMMUG00000023092	ENSMMUG00000023092.3	INA	Ina	
ENSMMUG00000014404	ENSMMUG00000014404.3	FCN1	Fcnb	
ENSMMUG00000013320	ENSMMUG00000013320.3	OR2A14	Olfr444	OR2A14
ENSMMUG00000013320	ENSMMUG00000013320.3	OR2A14	Olfr237-ps1	OR2A14
ENSMMUG00000013320	ENSMMUG00000013320.3	OR2A14	Olfr441	OR2A14
ENSMMUG00000019966	ENSMMUG00000019966.2	ZNF557	Zfp558	ZNF557
ENSMMUG00000043701	ENSMMUG00000043701.1	PPP1R16B	Ppp1r16b	PPP1R16B
ENSMMUG00000010695	ENSMMUG00000010695.3	ADARB1	Adarb1	ADARB1
ENSMMUG00000043322	ENSMMUG00000043322.1			
ENSMMUG00000001176	ENSMMUG00000001176.3	SPART	Spg20	SPART
ENSMMUG00000046569	ENSMMUG00000046569.1	PPIL1	Ppil1	
ENSMMUG00000008425	ENSMMUG00000008425.3	PFKFB1	Pfkfb1	PFKFB1
ENSMMUG00000032397	ENSMMUG00000032397.2		Ywhaq	
ENSMMUG00000012579	ENSMMUG00000012579.3	LSAMP	Lsamp	LSAMP
ENSMMUG00000002742	ENSMMUG00000002742.3	ST8SIA5	St8sia5	ST8SIA5
ENSMMUG00000008105	ENSMMUG00000008105.3	GPR75	Gpr75	GPR75
ENSMMUG00000006807	ENSMMUG00000006807.3		Sept7	
ENSMMUG00000015200	ENSMMUG00000015200.3		Gm40460	
ENSMMUG00000015200	ENSMMUG00000015200.3		Krtap5-2	
ENSMMUG00000015200	ENSMMUG00000015200.3		Gm45618	
ENSMMUG00000015200	ENSMMUG00000015200.3		Gm4559	
ENSMMUG00000017977	ENSMMUG00000017977.3	ADAMTS3	Adamts3	ADAMTS3
ENSMMUG00000003795	ENSMMUG00000003795.3	C9orf78	BC005624	C15H9orf78
ENSMMUG00000023171	ENSMMUG00000023171.3	NODAL	Nodal	NODAL
ENSMMUG00000008195	ENSMMUG00000008195.3	TGIF2	Tgif2	TGIF2
ENSMMUG00000014175	ENSMMUG00000014175.3	SPRY4	Spry4	SPRY4
ENSMMUG00000019356	ENSMMUG00000019356.3	BICRA	Bicra	BICRA
ENSMMUG00000004023	ENSMMUG00000004023.3		Ankrd49	
ENSMMUG00000039741	ENSMMUG00000039741.1			
ENSMMUG00000020131	ENSMMUG00000020131.3	SRC	Src	SRC
ENSMMUG00000047994	ENSMMUG00000047994.1	CGGBP1	Cggbp1	CGGBP1
ENSMMUG00000043618	ENSMMUG00000043618.1		Rpl23	
ENSMMUG00000005883	ENSMMUG00000005883.3	AC092073.1	Pdcd2l	
ENSMMUG00000005883	ENSMMUG00000005883.3	PDCD2L	Pdcd2l	
ENSMMUG00000000574	ENSMMUG00000000574.3	LIPT1	Lipt1	LIPT1
ENSMMUG00000010528	ENSMMUG00000010528.3	ZNF33B		ZNF33B
ENSMMUG00000007539	ENSMMUG00000007539.3	SUCLA2	Sucla2	
ENSMMUG00000020632	ENSMMUG00000020632.3		Phb	
ENSMMUG00000045973	ENSMMUG00000045973.1		Gcat	
ENSMMUG00000045973	ENSMMUG00000045973.1		Gcat	
ENSMMUG00000008431	ENSMMUG00000008431.2			PTEN
ENSMMUG00000011816	ENSMMUG00000011816.3	ASB6	Asb6	ASB6
ENSMMUG00000001809	ENSMMUG00000001809.3	GPCPD1	Gpcpd1	GPCPD1
ENSMMUG00000013753	ENSMMUG00000013753.3	USP9X	Usp9x	USP9X
ENSMMUG00000018784	ENSMMUG00000018784.3	SLC39A6	Slc39a6	SLC39A6
ENSMMUG00000016406	ENSMMUG00000016406.3	YME1L1	Yme1l1	YME1L1
ENSMMUG00000005998	ENSMMUG00000005998.3	UNC5B	Unc5b	UNC5B
ENSMMUG00000009141	ENSMMUG00000009141.3			
ENSMMUG00000007450	ENSMMUG00000007450.3	RAF1	Raf1	RAF1
ENSMMUG00000008541	ENSMMUG00000008541.3	BCCIP	Bccip	BCCIP
ENSMMUG00000019733	ENSMMUG00000019733.3	TMEM214	Tmem214	
ENSMMUG00000004741	ENSMMUG00000004741.3	ZIC4	Zic4	ZIC4
ENSMMUG00000014098	ENSMMUG00000014098.3			SELENOO
ENSMMUG00000006945	ENSMMUG00000006945.3	C1QTNF9B	C1qtnf9	
ENSMMUG00000006945	ENSMMUG00000006945.3	C1QTNF9	C1qtnf9	
ENSMMUG00000042153	ENSMMUG00000042153.1			
ENSMMUG00000047831	ENSMMUG00000047831.1	PDZD8	Pdzd8	
ENSMMUG00000039470	ENSMMUG00000039470.1	HLA-E		MAMU-E
ENSMMUG00000013989	ENSMMUG00000013989.2	NDNF	Ndnf	NDNF
ENSMMUG00000006289	ENSMMUG00000006289.3		Sarnp	
ENSMMUG00000042809	ENSMMUG00000042809.1	MYDGF	Mydgf	MYDGF
ENSMMUG00000048804	ENSMMUG00000048804.1			
ENSMMUG00000040936	ENSMMUG00000040936.1	SPANXN2		SPANXN2
ENSMMUG00000010813	ENSMMUG00000010813.3	GTPBP4	Gtpbp4	GTPBP4
ENSMMUG00000001900	ENSMMUG00000001900.3	GOLM1	Golm1	GOLM1
ENSMMUG00000016007	ENSMMUG00000016007.3	SMIM23	Smim23	SMIM23
ENSMMUG00000001295	ENSMMUG00000001295.3	PF4V1		PF4V1
ENSMMUG00000039887	ENSMMUG00000039887.1	CSF2RA	Csf2ra	CSF2RA
ENSMMUG00000011661	ENSMMUG00000011661.3	ITGA8	Itga8	ITGA8
ENSMMUG00000023494	ENSMMUG00000023494.3	TFE3	Tfe3	TFE3
ENSMMUG00000040769	ENSMMUG00000040769.1	DUX4	Duxbl2	
ENSMMUG00000040769	ENSMMUG00000040769.1	DUX4	Duxbl3	
ENSMMUG00000040769	ENSMMUG00000040769.1	DUX4	Duxbl1	
ENSMMUG00000018908	ENSMMUG00000018908.3	ILKAP	Ilkap	ILKAP
ENSMMUG00000021746	ENSMMUG00000021746.3	RNASEH2B	Rnaseh2b	RNASEH2B
ENSMMUG00000021886	ENSMMUG00000021886.3	MRFAP1L1	Mrfap1	MRFAP1L1
ENSMMUG00000047768	ENSMMUG00000047768.1	PLPP7	Plpp7	PLPP7
ENSMMUG00000020565	ENSMMUG00000020565.3	CBR1	Cbr1	CBR1
ENSMMUG00000020565	ENSMMUG00000020565.3	CBR1	Gm5678	CBR1
ENSMMUG00000042007	ENSMMUG00000042007.1			
ENSMMUG00000019390	ENSMMUG00000019390.3	TMEM184B	Tmem184b	TMEM184B
ENSMMUG00000032486	ENSMMUG00000032486.2	KCNG2	Kcng2	KCNG2
ENSMMUG00000043780	ENSMMUG00000043780.1		Banf1	
ENSMMUG00000010608	ENSMMUG00000010608.3	RIMS4	Rims4	RIMS4
ENSMMUG00000028863	ENSMMUG00000028863.2	WIZ	Wiz	WIZ
ENSMMUG00000002756	ENSMMUG00000002756.3	WDR19	Wdr19	WDR19
ENSMMUG00000041078	ENSMMUG00000041078.1			
ENSMMUG00000044266	ENSMMUG00000044266.1			
ENSMMUG00000007160	ENSMMUG00000007160.3	EXOSC4	Exosc4	EXOSC4
ENSMMUG00000043913	ENSMMUG00000043913.1	S1PR3	S1pr3	S1PR3
ENSMMUG00000009372	ENSMMUG00000009372.3	TTC27	Ttc27	TTC27
ENSMMUG00000038216	ENSMMUG00000038216.1	C10orf113		C10orf113
ENSMMUG00000041431	ENSMMUG00000041431.1			
ENSMMUG00000045971	ENSMMUG00000045971.1	SLC39A1	Slc39a1	
ENSMMUG00000047240	ENSMMUG00000047240.1		Cox20	
ENSMMUG00000043764	ENSMMUG00000043764.1			
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-5	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-13	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-6	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-8	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-2	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-9	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-4	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-11	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70	Ighv8-12	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-5	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-13	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-6	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-8	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-2	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-9	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-4	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-11	
ENSMMUG00000043593	ENSMMUG00000043593.1	IGHV2-70D	Ighv8-12	
ENSMMUG00000009860	ENSMMUG00000009860.3	LRRC63	Lrrc63	LRRC63
ENSMMUG00000006470	ENSMMUG00000006470.3	C1R	C1ra	
ENSMMUG00000006470	ENSMMUG00000006470.3	C1R	C1rb	
ENSMMUG00000045024	ENSMMUG00000045024.1	MRPL33	Mrpl33	MRPL33
ENSMMUG00000006743	ENSMMUG00000006743.3	RNF25	Rnf25	RNF25
ENSMMUG00000042400	ENSMMUG00000042400.1	IQCJ	Iqcj	IQCJ
ENSMMUG00000012359	ENSMMUG00000012359.3	KRT19	Krt19	
ENSMMUG00000003552	ENSMMUG00000003552.3	ADH5	Adh5	
ENSMMUG00000041640	ENSMMUG00000041640.1		Ipo7	
ENSMMUG00000001140	ENSMMUG00000001140.3			
ENSMMUG00000007668	ENSMMUG00000007668.3	DSC3	Dsc3	DSC3
ENSMMUG00000015104	ENSMMUG00000015104.2			
ENSMMUG00000039147	ENSMMUG00000039147.1			
ENSMMUG00000009324	ENSMMUG00000009324.3	RFC1	Rfc1	
ENSMMUG00000004203	ENSMMUG00000004203.3	C3orf22	BC048671	C3orf22
ENSMMUG00000039364	ENSMMUG00000039364.1	ZNF681	Zfp595	ZNF681
ENSMMUG00000039364	ENSMMUG00000039364.1	ZNF681	Gm49345	ZNF681
ENSMMUG00000039364	ENSMMUG00000039364.1	ZNF681	Zfp457	ZNF681
ENSMMUG00000039364	ENSMMUG00000039364.1	ZNF681	Zfp953	ZNF681
ENSMMUG00000039364	ENSMMUG00000039364.1	ZNF681	Zfp738	ZNF681
ENSMMUG00000020893	ENSMMUG00000020893.3	TMEM11	Tmem11	TMEM11
ENSMMUG00000017988	ENSMMUG00000017988.3	MED4	Med4	MED4
ENSMMUG00000005754	ENSMMUG00000005754.3	KARS	Kars	
ENSMMUG00000008804	ENSMMUG00000008804.3	UQCRB	Uqcrb	UQCRB
ENSMMUG00000002081	ENSMMUG00000002081.3	BEND7		BEND7
ENSMMUG00000009772	ENSMMUG00000009772.3	INPP5D	Inpp5d	INPP5D
ENSMMUG00000018287	ENSMMUG00000018287.3	UQCRC2	Uqcrc2	UQCRC2
ENSMMUG00000009768	ENSMMUG00000009768.3	RNF14	Rnf14	RNF14
ENSMMUG00000014987	ENSMMUG00000014987.3	CCDC126	Ccdc126	CCDC126
ENSMMUG00000038716	ENSMMUG00000038716.1			
ENSMMUG00000020928	ENSMMUG00000020928.3	NIFK	Nifk	NIFK
ENSMMUG00000039884	ENSMMUG00000039884.1	AC004922.1	Arpc1a	
ENSMMUG00000011773	ENSMMUG00000011773.3	HTR2B	Htr2b	HTR2B
ENSMMUG00000045517	ENSMMUG00000045517.1		Gucy1b2	
ENSMMUG00000020665	ENSMMUG00000020665.3	SDSL	Sdsl	SDSL
ENSMMUG00000044155	ENSMMUG00000044155.1	NXF2	Nxf2	
ENSMMUG00000044155	ENSMMUG00000044155.1	NXF2	Nxf7	
ENSMMUG00000044155	ENSMMUG00000044155.1	NXF2B	Nxf2	
ENSMMUG00000044155	ENSMMUG00000044155.1	NXF2B	Nxf7	
ENSMMUG00000001761	ENSMMUG00000001761.3	MYO1B	Myo1b	MYO1B
ENSMMUG00000013372	ENSMMUG00000013372.3	TAMM41	Tamm41	TAMM41
ENSMMUG00000017668	ENSMMUG00000017668.3	KAZALD1	Kazald1	KAZALD1
ENSMMUG00000016451	ENSMMUG00000016451.3	SULT6B1	Sult6b1	SULT6B1
ENSMMUG00000030748	ENSMMUG00000030748.2		Abitram	
ENSMMUG00000005298	ENSMMUG00000005298.3	MAN2B2	Man2b2	MAN2B2
ENSMMUG00000003317	ENSMMUG00000003317.3	KDM6A	Kdm6a	KDM6A
ENSMMUG00000005024	ENSMMUG00000005024.3	UBQLN1	Ubqln1	GKAP1
ENSMMUG00000002809	ENSMMUG00000002809.3	UNC80	Unc80	UNC80
ENSMMUG00000002601	ENSMMUG00000002601.3	MTBP	Mtbp	MTBP
ENSMMUG00000037531	ENSMMUG00000037531.1			
ENSMMUG00000039279	ENSMMUG00000039279.1	GSTA1		GSTA1
ENSMMUG00000011360	ENSMMUG00000011360.3	VPS36	Vps36	VPS36
ENSMMUG00000016663	ENSMMUG00000016663.2	CCDC172	Ccdc172	CCDC172
ENSMMUG00000012746	ENSMMUG00000012746.2	ABCD1	Abcd1	ABCD1
ENSMMUG00000043649	ENSMMUG00000043649.1	MACROD2	Macrod2	MACROD2
ENSMMUG00000037831	ENSMMUG00000037831.1	LILRB2		
ENSMMUG00000037831	ENSMMUG00000037831.1	LILRB1		
ENSMMUG00000009376	ENSMMUG00000009376.3	NAGLU	Naglu	NAGLU
ENSMMUG00000012550	ENSMMUG00000012550.3	AC005154.5	Ggct	GGCT
ENSMMUG00000012550	ENSMMUG00000012550.3	GGCT	Ggct	GGCT
ENSMMUG00000011018	ENSMMUG00000011018.3	PIAS4	Pias4	PIAS4
ENSMMUG00000016209	ENSMMUG00000016209.3		Ppp1r7	
ENSMMUG00000012666	ENSMMUG00000012666.3	CARS2	Cars2	CARS2
ENSMMUG00000046132	ENSMMUG00000046132.1	PTPRE	Ptpre	
ENSMMUG00000021414	ENSMMUG00000021414.3	RIPPLY1	Ripply1	RIPPLY1
ENSMMUG00000020948	ENSMMUG00000020948.3	TMEM19	Tmem19	
ENSMMUG00000011970	ENSMMUG00000011970.2	NPTX2	Nptx2	NPTX2
ENSMMUG00000012739	ENSMMUG00000012739.3	HAUS7	Haus7	HAUS7
ENSMMUG00000028943	ENSMMUG00000028943.2			
ENSMMUG00000048170	ENSMMUG00000048170.1			
ENSMMUG00000014210	ENSMMUG00000014210.3	MTDH	Mtdh	MTDH
ENSMMUG00000042104	ENSMMUG00000042104.1			
ENSMMUG00000017873	ENSMMUG00000017873.3	SLC27A5	Slc27a5	SLC27A5
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG3	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG3	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG2	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG2	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG11	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG11	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG4	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG4	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG6	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG6	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG8	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG8	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG1	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG1	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG9	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG9	Ceacam1	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG5	Ceacam2	
ENSMMUG00000048901	ENSMMUG00000048901.1	PSG5	Ceacam1	
ENSMMUG00000006271	ENSMMUG00000006271.3	PDCL2	Pdcl2	PDCL2
ENSMMUG00000008296	ENSMMUG00000008296.2	NEUROD1	Neurod1	NEUROD1
ENSMMUG00000021637	ENSMMUG00000021637.3	NRROS	Nrros	NRROS
