scaffold,start,end,mid,sites,pi_Arctoides,pi_Sinica,pi_Nemestrina,pi_Fascicularis,dxy_Arctoides_Sinica,dxy_Arctoides_Nemestrina,dxy_Arctoides_Fascicularis,dxy_Sinica_Nemestrina,dxy_Sinica_Fascicularis,dxy_Nemestrina_Fascicularis,Fst_Arctoides_Sinica,Fst_Arctoides_Nemestrina,Fst_Arctoides_Fascicularis,Fst_Sinica_Nemestrina,Fst_Sinica_Fascicularis,Fst_Nemestrina_Fascicularis
chr1,11018794,11057843,11043108,422,0.089,0.1389,0.1266,0.0977,0.1457,0.2027,0.1583,0.209,0.169,0.1911,0.1322,0.3244,0.2674,0.2387,0.1885,0.2745
chr1,11048306,11074709,11059697,413,0.1021,0.141,0.123,0.1277,0.1472,0.2248,0.1699,0.2246,0.1836,0.2189,0.103,0.3524,0.199,0.2769,0.1631,0.282
chr1,11064935,11114777,11093907,586,0.0609,0.0983,0.1196,0.116,0.1647,0.2099,0.2035,0.1981,0.1906,0.1814,0.3684,0.4197,0.3967,0.3086,0.2888,0.222
chr1,11105004,11115181,11109932,201,0.0303,0.0915,0.1358,0.1388,0.187,0.2202,0.2055,0.2022,0.1828,0.1954,0.5306,0.4739,0.4088,0.2984,0.2315,0.1823
chr1,11106747,11116897,11111425,201,0.0258,0.0726,0.1402,0.1469,0.1917,0.233,0.2165,0.1976,0.1722,0.2154,0.6124,0.4964,0.4195,0.3188,0.2227,0.2084
chr1,11106920,11119924,11111619,206,0.0254,0.0724,0.1357,0.1481,0.1976,0.2312,0.2195,0.1943,0.1748,0.2099,0.6237,0.505,0.423,0.3211,0.2275,0.2008
chr1,11108364,11118472,11112364,172,0.0242,0.0628,0.1358,0.1529,0.1938,0.2415,0.2208,0.1978,0.162,0.2127,0.6534,0.5241,0.4165,0.351,0.1998,0.1985
chr1,11120338,11131510,11125989,117,0.0846,0.0943,0.0899,0.1151,0.1992,0.225,0.2021,0.1631,0.1545,0.1887,0.4008,0.4626,0.3456,0.2958,0.1982,0.3034
chr1,11175975,11186094,11181033,33,0.0178,0.1696,0.1252,0.0703,0.1197,0.162,0.1481,0.163,0.1337,0.107,0.1317,0.4086,0.5347,0.0545,0.0603,0.0493
chr1,11177608,11187756,11181342,35,0.016,0.1531,0.1414,0.0635,0.1078,0.1625,0.1328,0.1634,0.1198,0.1126,0.1305,0.3673,0.5319,0.0566,0.0564,0.0523
chr1,11190246,11204413,11197117,115,0.0228,0.1086,0.1792,0.0863,0.1268,0.2223,0.1888,0.1968,0.1534,0.1962,0.3365,0.3958,0.5452,0.1672,0.2355,0.2098
chr1,11203013,11264019,11235680,427,0.0525,0.096,0.1586,0.1129,0.1211,0.1977,0.1618,0.201,0.1549,0.2125,0.2558,0.3226,0.324,0.2399,0.2012,0.2342
chr1,11261257,11300462,11280711,326,0.0723,0.1114,0.1572,0.084,0.1452,0.2605,0.1562,0.2641,0.1552,0.241,0.2408,0.4093,0.3427,0.3453,0.2405,0.3552
chr1,11300745,11325178,11314819,186,0.0987,0.0739,0.0938,0.1079,0.159,0.2062,0.1797,0.2037,0.1528,0.2085,0.3149,0.3839,0.2794,0.4381,0.2591,0.358
chr1,11305705,11315814,11316610,161,0.1084,0.0617,0.092,0.1088,0.1627,0.2203,0.1822,0.2074,0.1442,0.2194,0.3326,0.3953,0.2631,0.4811,0.2597,0.3818
chr1,11350646,11444234,11404826,643,0.0583,0.1027,0.1361,0.095,0.134,0.2281,0.1569,0.2135,0.1431,0.1936,0.2664,0.4234,0.3484,0.3006,0.1923,0.2677
chr1,11365039,11375143,11415533,528,0.0647,0.1026,0.1292,0.0961,0.1407,0.2237,0.1645,0.2034,0.1427,0.185,0.2711,0.4163,0.3495,0.2915,0.188,0.257
chr1,11458896,11510944,11481395,513,0.0653,0.103,0.1335,0.0974,0.1375,0.2093,0.1784,0.2056,0.1667,0.2161,0.257,0.3762,0.3797,0.2871,0.2601,0.32
chr1,11513479,11523605,11516014,23,0.0185,0.0785,0.1687,0.0248,0.203,0.2963,0.1354,0.4075,0.1922,0.2631,0.6346,0.5415,0.7307,0.5561,0.6078,0.5037
chr1,11520827,11811843,11679964,2640,0.0125,0.0739,0.1525,0.0912,0.1936,0.2472,0.2042,0.2423,0.209,0.2254,0.6549,0.5213,0.5829,0.3834,0.4431,0.3172
chr1,11800085,11810251,11805953,156,0.0123,0.0697,0.1747,0.0875,0.1498,0.2593,0.2217,0.2106,0.1793,0.269,0.5915,0.4918,0.6213,0.2831,0.3996,0.3682
chr1,11856788,11924953,11893216,618,0.0463,0.1008,0.1564,0.0784,0.1601,0.2544,0.1782,0.2341,0.156,0.2205,0.391,0.4519,0.4861,0.3092,0.2848,0.3273
chr1,11863076,11873178,11894870,588,0.0477,0.0961,0.1577,0.0784,0.1603,0.2565,0.1801,0.2347,0.1553,0.2229,0.4015,0.4497,0.4864,0.3167,0.2947,0.3299
chr1,11946830,11979814,11962580,179,0.0565,0.0999,0.1227,0.1129,0.2248,0.2482,0.2162,0.2102,0.191,0.2138,0.5056,0.4913,0.4388,0.3265,0.2936,0.3019
chr1,12017870,12040774,12029126,181,0.0293,0.0824,0.0972,0.1245,0.1063,0.3654,0.1592,0.3745,0.1642,0.3155,0.3298,0.7226,0.3416,0.6337,0.2315,0.489
chr1,12042399,12067878,12058531,133,0.0485,0.041,0.1066,0.1392,0.1355,0.1925,0.1731,0.2163,0.2122,0.1685,0.5249,0.4468,0.2939,0.5127,0.3987,0.1609
chr1,12393070,12437006,12416632,478,0.0734,0.1092,0.1315,0.0956,0.154,0.2102,0.1653,0.1865,0.1404,0.1789,0.2726,0.3645,0.3315,0.2307,0.1651,0.2369
chr1,12434546,12444648,12437649,59,0.0448,0.0781,0.1553,0.0642,0.0873,0.1547,0.1211,0.1545,0.1227,0.1933,0.1869,0.2295,0.3858,0.15,0.2792,0.2991
chr1,12508774,12518920,12515438,97,0.0059,0.0582,0.1807,0.0639,0.1061,0.2844,0.2461,0.2387,0.2002,0.1932,0.5578,0.5279,0.7406,0.3527,0.5444,0.2473
chr1,12512651,12652295,12577113,1626,0.0232,0.0853,0.1498,0.0743,0.1186,0.2382,0.1981,0.2391,0.2018,0.2265,0.3929,0.4888,0.6004,0.3607,0.4489,0.3615
chr1,12932557,12942660,12937712,139,0.0665,0.1469,0.1397,0.0984,0.1655,0.2278,0.1693,0.2488,0.1942,0.1765,0.2311,0.3976,0.351,0.2866,0.2405,0.207
chr1,13427846,13951821,13692514,5260,0.0801,0.111,0.1299,0.0884,0.1565,0.2064,0.164,0.2012,0.1636,0.1791,0.258,0.3449,0.3316,0.2676,0.2558,0.258
chr1,14037427,14054076,14046574,205,0.083,0.1137,0.1307,0.0917,0.1843,0.2623,0.2203,0.2169,0.151,0.2147,0.3225,0.4425,0.4434,0.2969,0.201,0.3349
chr1,14070211,14236979,14161798,1357,0.0584,0.1193,0.1622,0.0958,0.134,0.2137,0.1549,0.2208,0.1643,0.2163,0.2171,0.3383,0.3395,0.2368,0.2203,0.2704
chr1,14287927,14306463,14297379,163,0.2603,0.1507,0.1203,0.1031,0.2737,0.3188,0.2734,0.3292,0.2816,0.1923,0.1532,0.2692,0.2211,0.4381,0.3979,0.2779
chr1,14364649,14409077,14384516,319,0.112,0.0947,0.1391,0.128,0.1709,0.2845,0.2266,0.2342,0.1578,0.2284,0.263,0.4085,0.3171,0.3537,0.1771,0.2737
chr1,14401661,14464967,14432679,394,0.1096,0.1007,0.1585,0.0715,0.1587,0.2432,0.1515,0.2494,0.1426,0.2339,0.2174,0.3076,0.2683,0.3351,0.2619,0.3658
chr1,14417712,14427852,14445017,252,0.1088,0.1321,0.1531,0.057,0.1891,0.2525,0.157,0.259,0.1551,0.2367,0.237,0.3361,0.3305,0.3081,0.2637,0.4143
chr1,14453821,14476698,14462539,132,0.1257,0.1445,0.1552,0.0557,0.1939,0.2455,0.1705,0.2549,0.1853,0.2346,0.1918,0.2899,0.3293,0.2765,0.3238,0.4093
chr1,14494624,14549869,14524909,378,0.0585,0.0541,0.1661,0.0992,0.0894,0.2479,0.1832,0.2321,0.1651,0.2237,0.2431,0.3971,0.4023,0.3768,0.3687,0.273
chr1,14564436,14626094,14601805,613,0.056,0.0948,0.1364,0.0928,0.1254,0.2192,0.1573,0.203,0.1426,0.1966,0.2653,0.411,0.362,0.2921,0.2157,0.2796
chr1,14615233,14632261,14622715,233,0.0691,0.0674,0.1192,0.0963,0.1206,0.2211,0.1771,0.1884,0.1491,0.2084,0.2948,0.4237,0.3705,0.3572,0.2972,0.3334
chr1,14637775,14678919,14657642,233,0.0786,0.1174,0.1143,0.0898,0.1531,0.1725,0.1671,0.1946,0.1906,0.2027,0.2349,0.3009,0.3397,0.2706,0.3111,0.3459
chr1,14762015,14870998,14826387,776,0.0539,0.0788,0.1274,0.076,0.0904,0.2572,0.2356,0.2388,0.2191,0.2023,0.1653,0.5007,0.5751,0.4179,0.4919,0.3513
chr1,14862381,14907697,14877254,439,0.0557,0.073,0.136,0.0969,0.1096,0.2269,0.1979,0.2099,0.1772,0.1874,0.2771,0.4272,0.4476,0.3547,0.3596,0.2476
chr1,14927684,14940639,14935444,57,0.1202,0.0976,0.1935,0.0802,0.134,0.2678,0.1376,0.2617,0.142,0.2082,0.1116,0.2785,0.1687,0.3034,0.2423,0.2262
chr1,14940353,14952995,14946072,177,0.0887,0.094,0.1555,0.1128,0.1329,0.219,0.174,0.2323,0.1632,0.2488,0.1986,0.3021,0.2739,0.3197,0.2312,0.3156
chr1,14947638,14993136,14971470,827,0.1726,0.1306,0.1264,0.0948,0.1817,0.2672,0.2388,0.2445,0.2018,0.1775,0.0976,0.3004,0.3019,0.3298,0.2989,0.2455
chr1,14960431,14976015,14976001,641,0.1835,0.1294,0.1242,0.1023,0.1829,0.2727,0.2667,0.2387,0.2105,0.1661,0.0843,0.2963,0.3225,0.3248,0.3047,0.1996
chr1,15048251,15089422,15068570,517,0.0552,0.1224,0.1363,0.0935,0.16,0.2106,0.1664,0.2215,0.1801,0.1908,0.304,0.3954,0.3863,0.2799,0.2643,0.2636
chr1,15120817,15141391,15133940,198,0.0348,0.1339,0.1522,0.076,0.1264,0.2517,0.2231,0.2264,0.2062,0.2126,0.2138,0.4801,0.6027,0.241,0.3462,0.3234
chr1,15172901,15277403,15217517,505,0.034,0.0609,0.1644,0.0531,0.2292,0.2149,0.1186,0.2357,0.2182,0.2058,0.6764,0.3889,0.4688,0.3735,0.6012,0.3369
chr1,15276773,15322602,15302618,294,0.0315,0.0476,0.1751,0.0721,0.1444,0.2455,0.1823,0.2453,0.1823,0.2075,0.5908,0.4289,0.5571,0.3962,0.5117,0.2757
chr1,15313223,15364001,15335979,198,0.0524,0.1001,0.1348,0.0932,0.1364,0.2097,0.1655,0.2319,0.18,0.208,0.3009,0.4037,0.3923,0.3472,0.3137,0.3088
chr1,15363557,15390609,15376413,216,0.0304,0.0808,0.1387,0.0872,0.1605,0.2163,0.2039,0.2135,0.2096,0.2146,0.5072,0.4593,0.5491,0.3404,0.4399,0.3293
chr1,15496824,15506988,15501647,91,0.0485,0.0591,0.1552,0.0815,0.1724,0.3324,0.1933,0.2756,0.1673,0.3008,0.5461,0.5527,0.5011,0.4618,0.4156,0.4598
chr1,15505642,15515806,15509864,98,0.2071,0.0655,0.1466,0.0368,0.2242,0.3818,0.2847,0.3162,0.2209,0.2837,0.2602,0.3873,0.4387,0.5194,0.6458,0.547
chr1,15527937,15538081,15533376,158,0.2289,0.1645,0.1981,0.1599,0.2275,0.3279,0.2386,0.2916,0.1762,0.3251,0.0786,0.2262,0.1097,0.2491,0.0437,0.3042
chr1,15555392,15565536,15559850,61,0.0984,0.1407,0.0811,0.1331,0.2012,0.197,0.2189,0.2138,0.2208,0.17,0.2715,0.3946,0.3153,0.3359,0.245,0.2305
chr1,15609059,15672928,15643789,577,0.0799,0.0684,0.143,0.1134,0.1667,0.2391,0.2003,0.2148,0.1845,0.2199,0.4051,0.3844,0.3556,0.3603,0.3441,0.2773
chr1,15664572,15680842,15671814,215,0.0646,0.1009,0.1542,0.0932,0.1674,0.1855,0.1918,0.1948,0.1794,0.2145,0.358,0.2749,0.4237,0.2234,0.3104,0.2863
chr1,15676561,15702264,15688864,152,0.0551,0.0916,0.1489,0.0673,0.1645,0.206,0.1852,0.1868,0.1633,0.1685,0.404,0.3574,0.5133,0.2318,0.3627,0.2375
chr1,15710993,15754989,15730476,237,0.0263,0.1167,0.1447,0.0784,0.1826,0.204,0.1687,0.2041,0.152,0.2035,0.4588,0.4307,0.5227,0.2344,0.2324,0.3122
chr1,15759260,15821348,15791643,653,0.0631,0.1054,0.1436,0.0868,0.1479,0.2188,0.1585,0.2138,0.1569,0.1825,0.2921,0.3785,0.3653,0.2811,0.2531,0.2421
chr1,16010560,16077185,16048523,411,0.1057,0.1004,0.1285,0.0824,0.1641,0.1953,0.1446,0.1766,0.1297,0.1531,0.2442,0.2668,0.2242,0.2286,0.1833,0.1976
chr1,16075952,16115899,16099700,536,0.0854,0.0867,0.1331,0.0973,0.1371,0.188,0.1531,0.1769,0.1462,0.1807,0.2441,0.2823,0.2609,0.2496,0.2356,0.2349
chr1,16110686,16157812,16130693,649,0.0464,0.0797,0.1426,0.0898,0.14,0.2148,0.1848,0.2237,0.185,0.2177,0.3998,0.4097,0.4637,0.3558,0.3822,0.3227
chr1,16300553,16429048,16370450,1721,0.0982,0.1241,0.1285,0.0817,0.172,0.2165,0.1714,0.2229,0.184,0.1863,0.2299,0.3318,0.3262,0.2945,0.2999,0.2965
chr1,16482361,16560495,16512724,698,0.103,0.1177,0.1319,0.09,0.1659,0.1978,0.1616,0.1935,0.1557,0.1742,0.2154,0.2718,0.2643,0.2309,0.2117,0.2361
chr1,16973696,17138152,17052436,1714,0.0352,0.1164,0.1351,0.0985,0.159,0.2012,0.1701,0.191,0.1566,0.1922,0.3743,0.4263,0.4329,0.2206,0.1962,0.2586
chr1,17391520,17514316,17451335,1731,0.0584,0.111,0.1428,0.0886,0.1433,0.1997,0.1544,0.1933,0.1487,0.1771,0.2739,0.3496,0.3606,0.2218,0.2078,0.2247
chr1,17599625,17631352,17616365,210,0.0548,0.1261,0.1528,0.095,0.1513,0.2033,0.1754,0.2256,0.1724,0.2229,0.2684,0.3433,0.4052,0.252,0.2313,0.3036
chr1,17634407,17676772,17655773,505,0.0699,0.0969,0.1504,0.0986,0.1211,0.1723,0.1545,0.1668,0.1492,0.1721,0.1977,0.2353,0.3003,0.1598,0.217,0.1722
chr1,17672506,17728338,17697044,665,0.0796,0.1046,0.1392,0.0925,0.1384,0.2142,0.1735,0.2077,0.1649,0.1974,0.2151,0.3433,0.3466,0.2775,0.2639,0.2768
chr1,17851431,18001131,17915622,1850,0.0612,0.0652,0.1501,0.0796,0.1281,0.2433,0.1974,0.2338,0.1864,0.2141,0.3591,0.4153,0.4828,0.39,0.4502,0.3228
chr1,18000184,18039463,18022508,360,0.0962,0.0651,0.1353,0.0998,0.164,0.2161,0.1846,0.1999,0.1639,0.2078,0.3603,0.3209,0.3173,0.3516,0.3359,0.2927
chr1,18028925,18051313,18041632,288,0.1041,0.1096,0.1325,0.1152,0.2456,0.2551,0.222,0.2565,0.2214,0.2555,0.4146,0.3869,0.3493,0.3789,0.3376,0.3614
chr1,18038030,18071974,18054322,409,0.1434,0.089,0.129,0.0986,0.238,0.2772,0.2294,0.3356,0.3048,0.1942,0.3637,0.3609,0.3268,0.5314,0.541,0.2755
chr1,18081376,18099249,18091825,225,0.1244,0.1134,0.1225,0.1127,0.1987,0.2467,0.1974,0.2178,0.1872,0.2003,0.2678,0.3524,0.2609,0.3158,0.257,0.2717
chr1,18082228,18092335,18092103,219,0.1263,0.1154,0.1203,0.1105,0.202,0.2479,0.1996,0.2186,0.1894,0.1997,0.2681,0.3553,0.2675,0.3179,0.2637,0.2794
chr1,18082424,18116210,18099124,400,0.1178,0.1016,0.1183,0.1079,0.1905,0.2283,0.1832,0.2013,0.169,0.1963,0.2865,0.3376,0.2486,0.3118,0.2437,0.2809
chr1,18115496,18274249,18192987,2119,0.0644,0.0884,0.1363,0.1001,0.1354,0.196,0.1653,0.1988,0.1723,0.1926,0.2963,0.3418,0.3406,0.2957,0.3023,0.2533
chr1,18205907,18216197,18240498,890,0.0893,0.0902,0.1417,0.0872,0.1346,0.2033,0.1601,0.2109,0.1669,0.1943,0.214,0.2932,0.3006,0.3087,0.3179,0.2759
chr1,18287972,18298121,18291441,25,0.0881,0.1449,0.0884,0.118,0.1514,0.1358,0.206,0.1904,0.2391,0.1702,0.1405,0.227,0.3405,0.2562,0.3048,0.2512
chr1,18420958,18449157,18435806,266,0.0941,0.108,0.1484,0.0651,0.1692,0.1942,0.1198,0.2091,0.1635,0.1703,0.2688,0.2472,0.215,0.2561,0.3269,0.2495
chr1,18443194,18468664,18458322,256,0.1168,0.1423,0.1326,0.1015,0.1663,0.1979,0.1678,0.1968,0.1722,0.1817,0.1337,0.2425,0.2225,0.1905,0.1824,0.229
chr1,18456898,18591949,18510794,1068,0.0863,0.1179,0.1563,0.0823,0.1448,0.1989,0.1517,0.1955,0.1478,0.1868,0.1855,0.2588,0.2973,0.1885,0.2052,0.2383
chr1,18636542,18646792,18641325,51,0.1242,0.1497,0.114,0.0749,0.1683,0.2051,0.1755,0.2083,0.1676,0.1868,0.111,0.2827,0.2942,0.2403,0.2141,0.347
chr1,18764550,18774851,18769759,37,0.0778,0.0734,0.1373,0.0643,0.0906,0.3824,0.1696,0.383,0.1636,0.3475,0.0977,0.5823,0.4258,0.5898,0.423,0.5767
chr1,18769230,18783618,18777325,75,0.0135,0.1125,0.1315,0.1371,0.0758,0.2292,0.135,0.2786,0.1599,0.3004,0.0996,0.541,0.2723,0.4119,0.1274,0.394
chr1,18899155,18916788,18906975,190,0.0777,0.1543,0.1347,0.1409,0.2794,0.2713,0.2548,0.2396,0.3282,0.2818,0.4346,0.4588,0.4028,0.2641,0.3938,0.3546
chr1,18926211,18949899,18936691,305,0.0389,0.0816,0.13,0.1417,0.1056,0.336,0.2557,0.2912,0.2169,0.2609,0.2907,0.6189,0.4718,0.4887,0.3237,0.3254
chr1,18951166,18972019,18963913,197,0.0483,0.1293,0.1034,0.0933,0.1798,0.2089,0.2112,0.1725,0.1738,0.1779,0.3584,0.489,0.4999,0.2083,0.2326,0.3005
chr1,18974244,18989904,18983732,174,0.0834,0.0943,0.1638,0.0725,0.1277,0.2208,0.1189,0.1989,0.0987,0.1935,0.1925,0.3001,0.2184,0.2278,0.0898,0.2626
chr1,19097764,19150934,19125993,574,0.137,0.104,0.1433,0.0788,0.1457,0.2316,0.2001,0.2107,0.1762,0.2009,0.1021,0.2623,0.3189,0.2773,0.3329,0.308
chr1,19286613,19309087,19295710,187,0.0108,0.094,0.168,0.1065,0.1231,0.2266,0.1882,0.2276,0.1828,0.2404,0.4241,0.4557,0.5108,0.2869,0.3011,0.2906
chr1,19390575,19432372,19408443,272,0.0686,0.1452,0.1244,0.0934,0.1742,0.3353,0.2559,0.3166,0.2372,0.1946,0.2558,0.5744,0.5271,0.4239,0.3497,0.2976
chr1,19437402,19464876,19454890,309,0.0223,0.1202,0.1233,0.0869,0.1534,0.248,0.2083,0.2179,0.1588,0.1835,0.3861,0.5676,0.578,0.301,0.2237,0.2874
chr1,19455389,19474881,19463853,285,0.0313,0.1211,0.1448,0.068,0.1643,0.2394,0.1939,0.2123,0.143,0.1961,0.3869,0.484,0.5928,0.2456,0.2196,0.3191
chr1,19467350,19531807,19501617,532,0.0322,0.1065,0.1511,0.0818,0.1652,0.2572,0.2148,0.2254,0.1799,0.2087,0.4296,0.4962,0.5788,0.2902,0.3286,0.3036
chr1,19523481,19546309,19534325,295,0.0114,0.1029,0.1395,0.0979,0.1712,0.2772,0.2538,0.252,0.2304,0.2351,0.5214,0.5934,0.6334,0.3707,0.4068,0.3467
chr1,19547314,19597492,19569623,248,0.0152,0.0436,0.1715,0.0668,0.1171,0.2982,0.2794,0.2672,0.2472,0.2867,0.6191,0.5447,0.7377,0.4474,0.6405,0.4418
chr1,19613410,19998811,19795011,2089,0.018,0.0952,0.1494,0.0862,0.212,0.2701,0.1755,0.2661,0.2293,0.2636,0.5996,0.5485,0.5332,0.3908,0.4481,0.4045
chr1,19644417,19654479,19805649,1965,0.0182,0.0984,0.1471,0.0872,0.2155,0.2721,0.1757,0.2666,0.2316,0.2638,0.5953,0.5555,0.5296,0.39,0.4433,0.4067
chr1,20033281,20181733,20110446,1095,0.0245,0.1128,0.1465,0.0758,0.1621,0.2718,0.1715,0.2581,0.1765,0.2357,0.426,0.5431,0.5434,0.3508,0.3213,0.3825
chr1,20276321,20356632,20318488,534,0.0868,0.0918,0.1233,0.0844,0.1914,0.2049,0.1588,0.2435,0.1886,0.177,0.3843,0.3413,0.3113,0.4082,0.3772,0.2763
chr1,20363406,20398103,20382010,436,0.018,0.1112,0.1318,0.1004,0.161,0.2302,0.2074,0.2012,0.1713,0.1929,0.4486,0.5308,0.5455,0.2633,0.2475,0.2624
chr1,20449569,20566032,20494740,705,0.0215,0.1152,0.1546,0.0817,0.1229,0.2523,0.1978,0.2424,0.1838,0.2284,0.3032,0.5045,0.58,0.3029,0.3192,0.3401
chr1,20509211,20519268,20535660,214,0.0292,0.1094,0.133,0.0875,0.1032,0.2633,0.206,0.2342,0.178,0.2244,0.2107,0.5507,0.5547,0.3372,0.3024,0.3603
chr1,20594718,20613863,20607100,138,0.1226,0.111,0.0886,0.0708,0.1538,0.2231,0.1629,0.1716,0.1216,0.1509,0.1471,0.3777,0.2732,0.2818,0.1555,0.3241
chr1,20604955,20731068,20666608,1428,0.067,0.1125,0.109,0.0943,0.1594,0.2142,0.1772,0.2187,0.1881,0.1859,0.2976,0.439,0.3813,0.3471,0.3044,0.3064
chr1,20771193,20781461,20775467,24,0.0495,0.1677,0.0944,0.1467,0.1039,0.3037,0.1933,0.3437,0.2608,0.2587,-0.0244,0.6371,0.3234,0.4694,0.2598,0.3696
chr1,20771543,20781647,20775467,24,0.0495,0.1677,0.0944,0.1467,0.1039,0.3037,0.1933,0.3437,0.2608,0.2587,-0.0244,0.6371,0.3234,0.4694,0.2598,0.3696
chr1,20818403,20869764,20849846,370,0.0835,0.055,0.1492,0.0621,0.1489,0.2881,0.2096,0.2566,0.1907,0.2279,0.3856,0.446,0.5032,0.4523,0.5416,0.3935
chr1,21218302,21303758,21268375,796,0.0775,0.0872,0.1297,0.087,0.1391,0.2229,0.1916,0.2233,0.1963,0.1874,0.273,0.3857,0.4101,0.3661,0.398,0.2836
chr1,21331416,21379416,21355236,534,0.076,0.0876,0.1417,0.082,0.1403,0.2083,0.1759,0.1927,0.1604,0.1669,0.2806,0.3325,0.3914,0.2708,0.3208,0.2126
chr1,21412867,21427435,21418296,148,0.0575,0.1129,0.1518,0.0742,0.1572,0.2132,0.1549,0.2042,0.1614,0.1948,0.3154,0.3612,0.4119,0.2283,0.2828,0.2862
chr1,21422737,21444751,21434894,134,0.0926,0.1072,0.1519,0.067,0.1311,0.1979,0.1478,0.1759,0.1207,0.1697,0.1454,0.2522,0.315,0.1631,0.1737,0.235
chr1,21478611,21663232,21571056,1543,0.0704,0.1211,0.1183,0.0849,0.1596,0.2062,0.1669,0.204,0.1634,0.1734,0.2669,0.3927,0.3744,0.2775,0.241,0.2764
chr1,21718169,21738560,21728990,133,0.0981,0.1498,0.1395,0.0796,0.1783,0.2349,0.1798,0.2528,0.1842,0.1621,0.1931,0.3475,0.354,0.2897,0.2506,0.2086
chr1,21769143,21782982,21779213,30,0.0926,0.1297,0.0862,0.0254,0.2247,0.2178,0.1664,0.2965,0.2189,0.2232,0.3579,0.4393,0.511,0.4881,0.5154,0.6319
chr1,21777071,21853068,21821165,696,0.0167,0.1075,0.151,0.067,0.2181,0.236,0.1641,0.2214,0.188,0.2075,0.578,0.4975,0.5867,0.2801,0.3865,0.3355
chr1,21844584,21952560,21886128,756,0.0245,0.0948,0.1396,0.0939,0.1707,0.2134,0.1733,0.2126,0.1828,0.2047,0.5039,0.4662,0.4842,0.3075,0.331,0.2902
chr1,21927103,21937210,21938331,99,0.0037,0.1045,0.1325,0.1051,0.1677,0.2204,0.1396,0.2658,0.2148,0.2283,0.5338,0.5494,0.4215,0.4041,0.3563,0.3307
chr1,21928375,21938472,21938331,99,0.0037,0.1045,0.1325,0.1051,0.1677,0.2204,0.1396,0.2658,0.2148,0.2283,0.5338,0.5494,0.4215,0.4041,0.3563,0.3307
chr1,22090204,22135713,22110726,291,0.0218,0.0636,0.1716,0.0528,0.1442,0.2296,0.2058,0.2533,0.2351,0.2563,0.5644,0.4283,0.6922,0.3862,0.6191,0.4229
chr1,22108088,22118193,22123139,150,0.0321,0.068,0.1718,0.0399,0.1651,0.2211,0.2104,0.2609,0.2554,0.2523,0.5562,0.3895,0.7157,0.3908,0.6716,0.4449
chr1,22141929,22162049,22153817,167,0.0021,0.0589,0.15,0.057,0.1737,0.2634,0.2248,0.2369,0.1965,0.2549,0.7191,0.5734,0.7546,0.4088,0.5581,0.4517
chr1,22152451,22162546,22157224,105,0.0088,0.0544,0.1516,0.0687,0.1784,0.2443,0.1852,0.2462,0.1904,0.2647,0.7169,0.5272,0.6423,0.4311,0.5208,0.4389
chr1,22163191,22220134,22196655,333,0.0738,0.1134,0.1435,0.0889,0.1812,0.2456,0.1857,0.2107,0.1532,0.1814,0.3379,0.4074,0.4003,0.259,0.2166,0.2344
chr1,22214170,22278899,22240061,408,0.0528,0.1181,0.1414,0.0687,0.1806,0.2195,0.1815,0.2216,0.1568,0.1888,0.3778,0.4075,0.5073,0.2785,0.2712,0.3067
chr1,22296833,22329366,22310941,247,0.0571,0.0586,0.1316,0.1046,0.1668,0.2439,0.2108,0.2197,0.1834,0.2083,0.5066,0.4636,0.4487,0.4166,0.3874,0.2905
chr1,22342998,22357729,22350603,122,0.0668,0.2109,0.1041,0.0554,0.1908,0.1869,0.1015,0.255,0.1956,0.18,0.1696,0.3932,0.2613,0.2525,0.2127,0.4097
chr1,22482933,22497828,22490586,123,0.0571,0.0525,0.1581,0.0661,0.156,0.2096,0.1482,0.1645,0.1145,0.1652,0.502,0.3407,0.4232,0.2348,0.3258,0.2096
chr1,22527279,22537579,22534394,25,0.0976,0.0159,0.1264,0.0047,0.1526,0.4238,0.122,0.4656,0.1412,0.3266,0.4797,0.603,0.4562,0.7516,0.879,0.7077
chr1,22533922,22560689,22546791,209,0.074,0.0384,0.1202,0.0935,0.1272,0.2688,0.2138,0.2697,0.2059,0.2229,0.4079,0.491,0.4461,0.5671,0.5135,0.3684
chr1,22567387,22588312,22582696,136,0.0728,0.0754,0.0945,0.0785,0.2447,0.2198,0.1624,0.2581,0.192,0.1713,0.5565,0.4702,0.3754,0.5263,0.4401,0.3438
chr1,22580569,22594989,22587796,176,0.0653,0.0588,0.1286,0.1058,0.2234,0.2532,0.1888,0.266,0.2116,0.2059,0.5865,0.468,0.3812,0.5008,0.4434,0.2884
chr1,22585042,22600774,22592624,220,0.0863,0.0451,0.1678,0.0885,0.2108,0.2875,0.1943,0.2526,0.1627,0.22,0.5465,0.4078,0.3916,0.4283,0.4199,0.2834
chr1,22590410,22627097,22601756,263,0.1018,0.0534,0.1448,0.0881,0.2148,0.2654,0.1968,0.2382,0.1694,0.2325,0.4909,0.386,0.3638,0.4336,0.4154,0.3527
chr1,22634788,22669453,22653442,138,0.0741,0.1035,0.1066,0.0894,0.1914,0.2005,0.1524,0.2352,0.1927,0.1838,0.3864,0.3992,0.3102,0.4032,0.3471,0.3186
chr1,22664562,22722010,22699149,222,0.0826,0.1061,0.1536,0.0851,0.1304,0.2092,0.1577,0.2052,0.1553,0.2008,0.1724,0.2961,0.3167,0.2406,0.2509,0.2729
